Order_ID,Customer_Name,Age,Gender,City,Category,Product_Name,Quantity,Unit_Price,Discount,Total_Price,Payment_Method,Order_Date,Customer_Rating,Delivery_Days
ORD10727,Betty Bailey,55.0,Other,Chennai,Clothing,Trial,9,1117.81,0.33,6740.39,Debit Card,2025-02-16,2.0,3.0
ORD7271,Jerome Lewis,38.0,Other,Delhi,Electronics,Difficult,5,3121.61,0.0,15608.05,Credit Card,2023-02-22,1.0,3.0
ORD5442,Michael Smith,54.0,Female,Vadodara,Sports,Thus,2,2833.73,0.15,4817.34,Credit Card,2024-08-02,,4.0
ORD7728,Mark Archer,21.0,Male,Mumbai,Home,Between,9,4211.91,0.4,22744.31,Credit Card,2024-02-12,5.0,9.0
ORD5533,Lindsay Wilson,25.0,Female,Chennai,Clothing,Step,7,1804.75,0.07,11748.92,Net Banking,2024-11-25,5.0,10.0
ORD1033,Christopher Bradley,63.0,Other,Delhi,Beauty,Political,9,3176.68,0.08,26302.91,UPI,2025-02-14,2.0,12.0
ORD10849,Dr. Brian Mahoney,49.0,Female,Ahmedabad,Electronics,Style,9,1492.71,0.33,9001.04,Cash,2025-01-12,3.0,9.0
ORD5428,Andrew Osborn,47.0,Male,Vadodara,Electronics,Picture,8,2993.5,0.09,21792.68,Cash,2023-09-13,4.0,3.0
ORD1568,Amanda Roberts,52.0,Male,Ahmedabad,Home,Any,7,1016.91,0.22,5552.33,Debit Card,2025-04-07,5.0,4.0
ORD2509,Stephanie Jackson,32.0,Male,Vadodara,Clothing,Reality,1,3914.62,0.02,3836.33,Cash,2024-05-06,4.0,5.0
ORD8787,Dr. Jose Moreno,49.0,Female,Delhi,Books,Few,2,4108.21,0.33,5505.0,UPI,2023-10-08,,1.0
ORD1303,Wendy Dunn,57.0,Male,Bangalore,Home,Maintain,9,3201.24,0.03,27946.83,Cash,2023-05-21,4.0,4.0
ORD8548,Justin Vega,56.0,Male,Ahmedabad,Books,Ask,2,296.43,0.1,533.57,Cash,2023-08-15,5.0,12.0
ORD6529,Nathaniel Malone,58.0,Female,Chennai,Electronics,Republican,8,3207.0,0.09,23346.96,UPI,2024-01-07,1.0,4.0
ORD2121,Joann Evans,48.0,Female,Ahmedabad,Home,Out,9,4143.45,0.12,32816.12,Cash,2023-10-16,1.0,1.0
ORD6204,Tiffany Jones,19.0,Male,Bangalore,Electronics,Executive,8,700.96,0.28,4037.53,Debit Card,2024-09-23,3.0,13.0
ORD8288,Lisa Brown,53.0,Female,Mumbai,Books,Opportunity,5,1713.74,0.23,6597.9,Debit Card,2024-06-24,2.0,11.0
ORD6908,Amy Garrett,64.0,Male,Pune,Books,Dark,1,102.44,0.25,76.83,Net Banking,2024-08-08,4.0,7.0
ORD10841,Joshua Douglas,35.0,Male,Delhi,Sports,Prepare,9,4358.68,0.06,36874.43,Debit Card,2024-09-13,1.0,11.0
ORD3375,Kristen Miles,63.0,Female,Delhi,Clothing,Especially,1,4397.49,0.02,4309.54,Credit Card,2024-12-31,,2.0
ORD3447,Dustin Bryan,59.0,Male,Mumbai,Sports,Mother,7,1043.5,0.31,5040.1,Debit Card,2024-01-05,4.0,9.0
ORD6453,Lindsay Travis,62.0,Male,Ahmedabad,Home,Position,9,530.97,0.0,4778.73,Credit Card,2023-12-20,5.0,5.0
ORD1315,Lisa Cruz,21.0,Female,Bangalore,Electronics,Our,5,4833.63,0.3,16917.71,Credit Card,2025-02-23,2.0,4.0
ORD9615,Natasha Brooks,18.0,Female,Vadodara,Electronics,Friend,3,3871.85,0.13,10105.53,Credit Card,2024-06-01,2.0,1.0
ORD4526,Deborah Rios,37.0,Female,Chennai,Electronics,Huge,5,1485.01,0.06,6979.55,Credit Card,2023-01-18,1.0,10.0
ORD6547,Roger Young,32.0,Male,Bangalore,Electronics,Cultural,3,739.77,0.28,1597.9,Net Banking,2023-08-09,1.0,1.0
ORD9052,Stephanie Jones,55.0,Male,Chennai,Books,Blood,6,2311.9,0.18,11374.55,Credit Card,2024-11-15,5.0,3.0
ORD1096,Christopher Barry,40.0,Other,Chennai,Electronics,Best,5,4925.72,0.34,16254.88,Debit Card,2023-07-01,2.0,3.0
ORD8529,Robert Perez,51.0,Other,Pune,Books,Specific,6,278.92,0.1,1506.17,UPI,2024-08-26,3.0,11.0
ORD2056,Jill Potts,19.0,Female,Mumbai,Beauty,Simply,8,646.75,0.06,4863.56,Credit Card,2024-07-15,4.0,8.0
ORD10676,Ricky Kelly,28.0,Female,Ahmedabad,Electronics,Field,9,1737.54,0.37,9851.85,Debit Card,2023-07-10,3.0,14.0
ORD9568,Jessica Hatfield,46.0,Female,Mumbai,Clothing,Them,5,1515.8,0.32,5153.72,UPI,2025-05-15,,12.0
ORD4819,Thomas Padilla,45.0,Male,Mumbai,Books,Cover,5,3213.07,0.26,11888.36,Debit Card,2023-05-24,1.0,10.0
ORD9535,Jacob Brown,19.0,Other,Bangalore,Beauty,Include,8,4841.83,0.35,25177.52,Debit Card,2023-07-09,3.0,6.0
ORD5111,Kimberly Marquez,28.0,Other,Delhi,Home,Security,7,2431.17,0.13,14805.83,Credit Card,2023-11-09,1.0,7.0
ORD7739,Joanne Orozco,51.0,Other,Mumbai,Clothing,Per,9,315.81,0.17,2359.1,Net Banking,2024-08-03,2.0,6.0
ORD2496,Nicole Bruce,37.0,Other,Mumbai,Beauty,Standard,9,2310.7,0.24,15805.19,Net Banking,2024-08-31,2.0,8.0
ORD1576,Sharon Hernandez,22.0,Other,Chennai,Clothing,Stand,4,977.57,0.16,3284.64,UPI,2023-07-04,4.0,7.0
ORD3270,Susan Bailey,60.0,Other,Mumbai,Electronics,Stock,7,3161.52,0.2,17704.51,Cash,2025-04-24,3.0,5.0
ORD2441,Brenda Hernandez,27.0,Female,Mumbai,Home,Enjoy,1,3115.99,0.04,2991.35,Cash,2025-05-23,2.0,1.0
ORD6014,James Barrett,38.0,Female,Bangalore,Home,Beat,2,3823.7,0.11,6806.19,Net Banking,2023-11-09,3.0,4.0
ORD6916,Edward Santos,56.0,Male,Bangalore,Electronics,Capital,7,3800.16,0.12,23408.99,Credit Card,2023-04-21,4.0,9.0
ORD1735,Jillian Pope,25.0,Other,Pune,Beauty,Range,7,1924.3,0.1,12123.09,Cash,2025-04-25,3.0,5.0
ORD2071,Sarah Stanley,34.0,Female,Bangalore,Sports,Through,4,2650.8,0.16,8906.69,Debit Card,2023-09-03,,14.0
ORD3802,Francisco Ramirez,53.0,Other,Delhi,Books,Office,1,1087.75,0.12,957.22,Cash,2024-12-14,4.0,11.0
ORD9160,Lisa Williamson,38.0,Female,Bangalore,Clothing,Social,8,2559.72,0.21,16177.43,Debit Card,2024-05-31,2.0,10.0
ORD6920,Dakota Grant,29.0,Other,Pune,Home,Evidence,6,2036.04,0.21,9650.83,Credit Card,2025-01-11,3.0,3.0
ORD6566,James Clark,20.0,Female,Mumbai,Electronics,Person,8,4399.98,0.12,30975.86,Debit Card,2023-09-22,4.0,8.0
ORD10669,Robert Smith,22.0,Female,Mumbai,Clothing,Concern,6,2541.14,0.11,13569.69,Credit Card,2024-03-30,3.0,8.0
ORD8470,Edward Nelson,50.0,Female,Delhi,Sports,Likely,6,1578.62,0.26,7009.07,Credit Card,2024-05-03,3.0,11.0
ORD6267,Laura Macdonald,28.0,Other,Pune,Beauty,As,7,601.52,0.24,3200.09,Debit Card,2025-01-17,1.0,13.0
ORD7654,Kerri Rose,23.0,Male,Bangalore,Clothing,Record,2,1470.31,0.25,2205.47,UPI,2023-12-19,4.0,8.0
ORD10811,Allison Williams,34.0,Male,Ahmedabad,Electronics,Black,1,4184.85,0.39,2552.76,Debit Card,2025-02-11,1.0,13.0
ORD6400,Steven Fox,57.0,Other,Chennai,Books,Present,4,3305.69,0.33,8859.25,Credit Card,2023-07-02,1.0,11.0
ORD9673,Angel Everett,22.0,Male,Vadodara,Beauty,Own,1,118.12,0.01,116.94,Net Banking,2024-09-20,4.0,11.0
ORD5793,Kelly Ross,49.0,Other,Pune,Clothing,Assume,5,4432.2,0.17,18393.63,UPI,2024-08-03,1.0,4.0
ORD9695,Kayla Jackson,21.0,Other,Mumbai,Home,Thought,1,2878.47,0.4,1727.08,UPI,2023-07-21,2.0,5.0
ORD1169,Christopher Flores,22.0,Other,Delhi,Electronics,Drop,1,698.34,0.18,572.64,Debit Card,2025-01-26,1.0,10.0
ORD5574,Andrea Sanchez,26.0,Female,Chennai,Electronics,Production,3,1254.61,0.11,3349.81,Net Banking,2023-04-19,3.0,14.0
ORD10496,Brandy Robbins,45.0,Female,Delhi,Sports,Throughout,8,278.96,0.08,2053.15,Cash,2023-12-24,3.0,
ORD1532,Amanda Allen,40.0,Female,Delhi,Beauty,Race,7,1294.63,0.26,6706.18,Cash,2024-09-06,1.0,8.0
ORD9291,Joshua Berry,18.0,Female,Vadodara,Home,Believe,5,4720.8,0.15,20063.4,Credit Card,2024-07-03,3.0,13.0
ORD1718,Ashley Spears,40.0,Male,Chennai,Beauty,Choice,8,487.47,0.18,3197.8,UPI,2024-05-12,,2.0
ORD9654,Dawn Smith,59.0,Female,Chennai,Books,Some,3,1114.17,0.39,2038.93,Debit Card,2023-11-02,4.0,7.0
ORD6807,Cindy Long,40.0,Other,Bangalore,Sports,Bit,4,2640.33,0.34,6970.47,UPI,2025-06-06,2.0,3.0
ORD4469,Brenda Payne,43.0,Male,Chennai,Books,Worry,4,1965.2,0.14,6760.29,Credit Card,2023-01-25,5.0,11.0
ORD10837,Renee Wright,43.0,Female,Chennai,Electronics,Year,7,3748.54,0.26,19417.44,Net Banking,2023-09-13,3.0,3.0
ORD1483,Peter Hanson,43.0,Female,Ahmedabad,Beauty,Rich,2,3052.1,0.2,4883.36,Credit Card,2024-06-14,4.0,13.0
ORD9086,John Peters,18.0,Other,Delhi,Beauty,Rule,9,4057.64,0.0,36518.76,Credit Card,2023-10-12,4.0,11.0
ORD9683,Andrew Campbell,25.0,Male,Ahmedabad,Beauty,Listen,7,4123.15,0.04,27707.57,Cash,2023-09-17,4.0,13.0
ORD3039,Mark Mcguire,27.0,Female,Mumbai,Books,Where,3,4828.49,0.25,10864.1,Debit Card,2025-05-05,,3.0
ORD5830,Amanda Carroll,43.0,Other,Vadodara,Books,Because,5,3019.48,0.0,15097.4,Net Banking,2024-10-16,4.0,8.0
ORD5961,Gregory Sullivan,59.0,Male,Ahmedabad,Beauty,Dream,8,1046.59,0.32,5693.45,Net Banking,2023-06-10,2.0,14.0
ORD10206,Jonathon Boyd,37.0,Other,Pune,Clothing,Early,9,2973.85,0.04,25694.06,UPI,2024-02-20,2.0,12.0
ORD1031,Anthony Clark,44.0,Female,Delhi,Sports,Thank,2,3113.54,0.4,3736.25,Cash,2024-09-30,4.0,1.0
ORD1035,Michael Villegas,,Other,Chennai,Electronics,Eat,6,2731.7,0.13,14259.47,UPI,2023-09-21,1.0,13.0
ORD6974,Jennifer Joyce,57.0,Female,Mumbai,Sports,Wonder,3,4895.83,0.11,13071.87,Debit Card,2025-05-12,3.0,7.0
ORD2188,Erin Phillips,30.0,Other,Vadodara,Clothing,Stay,8,159.11,0.01,1260.15,Cash,2023-12-27,2.0,9.0
ORD1850,Lauren Phillips,26.0,Female,Pune,Books,Maintain,3,2639.79,0.18,6493.88,Net Banking,2023-09-01,1.0,2.0
ORD10691,Todd Curry,43.0,Other,Ahmedabad,Electronics,Live,5,4938.85,0.05,23459.54,Credit Card,2023-10-12,2.0,13.0
ORD10313,Angela Romero,27.0,Other,Vadodara,Electronics,Story,2,3887.86,0.27,5676.28,Net Banking,2023-04-06,3.0,5.0
ORD9563,Kathryn Hutchinson,40.0,Other,Ahmedabad,Home,Eat,4,919.28,0.19,2978.47,Cash,2024-09-19,4.0,7.0
ORD4058,Jessica George,62.0,Female,Vadodara,Home,At,3,2201.93,0.03,6407.62,Net Banking,2024-01-14,2.0,7.0
ORD7312,Kaitlyn Ramirez,60.0,Male,Chennai,Beauty,Season,9,310.87,0.21,2210.29,Debit Card,2023-02-18,1.0,3.0
ORD2217,Jennifer Brown,45.0,Male,Vadodara,Home,No,3,4898.38,0.04,14107.33,Net Banking,2024-10-28,4.0,1.0
ORD3927,Tonya Jones,54.0,Male,Pune,Sports,Would,9,2511.46,0.21,17856.48,Cash,2023-03-22,1.0,11.0
ORD6120,George Mclean,30.0,Female,Mumbai,Home,Out,4,4066.77,0.06,15291.06,UPI,2024-06-06,3.0,5.0
ORD8855,Bernard Johnston,30.0,Other,Ahmedabad,Sports,Series,4,3858.72,0.31,10650.07,Cash,2023-05-09,2.0,11.0
ORD3709,Benjamin Flowers,32.0,Female,Chennai,Sports,Drive,5,213.62,0.2,854.48,Credit Card,2023-06-03,4.0,3.0
ORD1251,Ethan Jones,26.0,Female,Bangalore,Home,Environmental,9,2930.21,0.25,19778.92,Cash,2024-07-20,3.0,10.0
ORD9576,James Morrison,49.0,Other,Vadodara,Sports,Space,3,1110.14,0.22,2597.73,Cash,2025-05-30,2.0,12.0
ORD2597,Nancy Wang,60.0,Other,Chennai,Clothing,Oil,5,3273.15,0.0,16365.75,UPI,2024-02-27,1.0,6.0
ORD4936,Jill Mills,19.0,Female,Delhi,Books,Set,4,4673.58,0.38,11590.48,Net Banking,2023-02-07,4.0,5.0
ORD5905,Linda Johnson,63.0,Female,Delhi,Beauty,Skin,4,2218.99,0.03,8609.68,Debit Card,2023-12-10,3.0,5.0
ORD3885,Tammy Hahn,33.0,Male,Ahmedabad,Home,Service,4,1987.9,0.36,5089.02,UPI,2023-11-28,4.0,3.0
ORD5938,Brett Rojas,58.0,Other,Delhi,Sports,Recent,9,894.89,0.26,5959.97,Credit Card,2025-06-17,3.0,14.0
ORD3167,Robert Nelson,60.0,Other,Bangalore,Electronics,Machine,7,3751.48,0.13,22846.51,Debit Card,2023-07-23,2.0,4.0
ORD9675,Jane Sampson,31.0,Other,Delhi,Beauty,Rich,6,3788.68,0.27,16594.42,UPI,2025-02-22,3.0,12.0
ORD2530,Ann Ayala,32.0,Male,Vadodara,Electronics,Model,2,2184.95,0.35,2840.43,UPI,2024-05-29,5.0,7.0
ORD6303,Holly Fisher,36.0,Female,Bangalore,Home,Position,8,691.21,0.23,4257.85,Net Banking,2024-08-25,2.0,14.0
ORD5622,Julian Huffman,50.0,Other,Pune,Beauty,Produce,3,4822.17,0.15,12296.53,Debit Card,2023-05-27,3.0,8.0
ORD1080,Allison Brewer,19.0,Other,Vadodara,Books,Bar,8,3515.11,0.4,16872.53,Debit Card,2023-01-06,5.0,
ORD4316,Olivia Lee,34.0,Female,Pune,Home,General,5,227.56,0.13,989.89,UPI,2024-09-15,1.0,6.0
ORD9564,Dana Allen,40.0,Male,Ahmedabad,Beauty,Enough,7,539.76,0.38,2342.56,Net Banking,2023-03-03,4.0,6.0
ORD8030,Joseph Chase,63.0,Male,Pune,Electronics,Firm,7,4501.44,0.29,22372.16,Cash,2023-07-28,2.0,5.0
ORD6942,Joshua Salazar,34.0,Other,Ahmedabad,Electronics,Physical,4,1556.74,0.21,4919.3,UPI,2023-06-03,2.0,8.0
ORD4698,Joseph Ramos,47.0,Female,Chennai,Clothing,Kid,8,2754.48,0.39,13441.86,Net Banking,2025-04-14,2.0,10.0
ORD2732,Kristin Salazar,49.0,Male,Mumbai,Beauty,Fight,2,4952.97,0.35,6438.86,Debit Card,2024-11-21,3.0,2.0
ORD1450,Lindsey Koch,27.0,Male,Chennai,Home,Unit,3,2876.37,0.26,6385.54,Debit Card,2024-07-05,1.0,11.0
ORD1713,Derrick Ali,52.0,Male,Chennai,Clothing,Nor,7,1363.11,0.28,6870.07,Credit Card,2024-06-22,4.0,5.0
ORD4445,Erin Rojas,56.0,Male,Pune,Electronics,Economic,4,2964.04,0.02,11619.04,Cash,2024-07-19,1.0,3.0
ORD5209,Stanley Gilbert,59.0,Other,Delhi,Sports,Look,7,2386.34,0.23,12862.37,Cash,2023-09-15,4.0,8.0
ORD3304,Angela Davidson,29.0,Female,Delhi,Books,Could,8,4979.94,0.24,30278.04,Net Banking,2024-06-26,3.0,14.0
ORD7060,Douglas Greene,46.0,Female,Mumbai,Beauty,Indicate,5,3014.18,0.31,10398.92,Net Banking,2023-08-02,3.0,3.0
ORD5196,David Miller,19.0,Male,Ahmedabad,Clothing,General,1,464.91,0.22,362.63,UPI,2024-01-15,1.0,6.0
ORD10831,Sharon Jimenez,45.0,Male,Bangalore,Clothing,Idea,4,3720.31,0.21,11756.18,UPI,2023-05-22,1.0,1.0
ORD8107,Laura Parker,31.0,Male,Mumbai,Home,Goal,2,4932.45,0.2,7891.92,UPI,2023-10-02,4.0,8.0
ORD10361,Carrie Brown,58.0,Male,Ahmedabad,Clothing,Believe,5,4641.88,0.37,14621.92,Cash,2024-09-27,5.0,9.0
ORD6331,Zachary Ward,39.0,Other,Bangalore,Electronics,Nothing,3,1003.23,0.28,2166.98,Net Banking,2023-01-04,2.0,13.0
ORD4784,Jimmy Johnson,19.0,Male,Delhi,Books,Author,7,4493.58,0.13,27365.9,Net Banking,2025-01-30,1.0,10.0
ORD10453,Gregory Wallace,31.0,Female,Chennai,Sports,Baby,7,4570.72,0.22,24956.13,Net Banking,2025-03-01,1.0,8.0
ORD4045,Leah Clark,50.0,Other,Mumbai,Electronics,During,8,4741.73,0.04,36416.49,UPI,2023-10-24,2.0,11.0
ORD7478,Diana Phillips,40.0,Female,Chennai,Books,Idea,3,2225.75,0.03,6476.93,Cash,2024-12-17,3.0,13.0
ORD4582,Catherine Rhodes,41.0,Other,Chennai,Beauty,Set,5,2433.98,0.19,9857.62,Cash,2024-03-25,5.0,14.0
ORD10620,Jessica Lewis,22.0,Other,Ahmedabad,Electronics,Opportunity,2,1933.96,0.21,3055.66,Cash,2024-07-09,2.0,9.0
ORD7649,Deborah Jones,28.0,Other,Vadodara,Beauty,Choice,1,3390.57,0.11,3017.61,UPI,2023-07-19,3.0,14.0
ORD5032,Sarah Parker,25.0,Female,Ahmedabad,Home,Allow,4,1274.93,0.19,4130.77,UPI,2023-02-04,3.0,13.0
ORD9293,Jamie Jackson,57.0,Female,Pune,Beauty,Including,4,3002.38,0.39,7325.81,Credit Card,2024-05-27,3.0,7.0
ORD5102,Dr. Michael Martin,46.0,Female,Mumbai,Books,Trip,4,4824.14,0.39,11770.9,Cash,2023-05-27,3.0,12.0
ORD8020,James Taylor,53.0,Female,Pune,Home,Population,5,1393.34,0.33,4667.69,UPI,2023-05-13,4.0,4.0
ORD7027,Christine Zavala,41.0,Male,Pune,Sports,Kind,4,2026.68,0.23,6242.17,Debit Card,2025-03-23,1.0,4.0
ORD3335,Jason Rodriguez,29.0,Female,Pune,Electronics,Race,4,4435.98,0.24,13485.38,Credit Card,2024-06-12,5.0,3.0
ORD2180,Jeremy Shepard,40.0,Other,Pune,Clothing,During,8,1812.42,0.3,10149.55,UPI,2024-03-20,3.0,1.0
ORD9692,Christy Carter,18.0,Female,Vadodara,Home,Painting,7,1789.84,0.29,8895.5,Cash,2023-09-20,4.0,5.0
ORD1518,Joseph Smith,49.0,Other,Vadodara,Clothing,Religious,6,391.98,0.24,1787.43,Credit Card,2024-07-07,4.0,7.0
ORD8616,Lisa Weber,46.0,Other,Vadodara,Electronics,Until,4,3508.98,0.19,11369.1,Net Banking,2024-02-19,4.0,8.0
ORD2208,Ryan Bradley,38.0,Male,Mumbai,Beauty,Effect,1,191.0,0.36,122.24,Debit Card,2025-03-26,,11.0
ORD3221,Joanna Chen,28.0,Male,Ahmedabad,Beauty,Sense,6,4276.31,0.21,20269.71,UPI,2024-11-05,5.0,6.0
ORD1346,Kyle Gibson,58.0,Male,Mumbai,Books,Mind,8,1521.14,0.37,7666.55,Debit Card,2025-05-12,1.0,6.0
ORD5220,Curtis Martin,49.0,Female,Mumbai,Clothing,Republican,8,960.42,0.29,5455.19,Debit Card,2024-11-01,,11.0
ORD7884,Melissa Baker,20.0,Male,Pune,Home,Treatment,1,3907.85,0.26,2891.81,Debit Card,2025-03-15,3.0,12.0
ORD2111,David Rivers,29.0,Female,Bangalore,Electronics,After,7,1039.69,0.02,7132.27,Cash,2025-04-24,3.0,3.0
ORD7220,Samuel French,,Male,Chennai,Electronics,Manage,2,911.78,0.15,1550.03,Net Banking,2023-02-17,2.0,12.0
ORD2569,James Cabrera,,Female,Chennai,Clothing,Doctor,6,4214.18,0.14,21745.17,Debit Card,2023-06-05,5.0,9.0
ORD9947,Brian Sims,24.0,Other,Ahmedabad,Home,Mouth,5,2689.52,0.15,11430.46,Net Banking,2025-01-10,3.0,13.0
ORD2692,Mary Jackson,30.0,Other,Chennai,Clothing,Hit,9,3817.5,0.04,32983.2,Credit Card,2025-04-05,3.0,12.0
ORD8825,Jonathan Nguyen,57.0,Female,Bangalore,Home,Show,9,4093.64,0.38,22842.51,Cash,2024-03-19,5.0,7.0
ORD4279,Peter Villarreal,64.0,Female,Vadodara,Books,Western,7,3387.99,0.16,19921.38,Cash,2025-02-26,2.0,10.0
ORD6968,Darrell Gregory,31.0,Male,Delhi,Sports,Begin,9,4488.93,0.38,25048.23,Credit Card,2023-01-16,2.0,
ORD2883,Mary Wright,48.0,Other,Bangalore,Home,Vote,1,3344.42,0.06,3143.75,Debit Card,2024-01-11,1.0,9.0
ORD5680,Kimberly Cook,19.0,Female,Mumbai,Electronics,No,7,2477.57,0.21,13700.96,Debit Card,2024-08-20,2.0,13.0
ORD6371,Christopher Schultz,37.0,Other,Bangalore,Beauty,Along,8,438.02,0.11,3118.7,Net Banking,2023-02-14,2.0,14.0
ORD2408,Jessica Coleman,,Other,Delhi,Beauty,Bring,4,3949.53,0.29,11216.67,Net Banking,2024-06-25,3.0,10.0
ORD8895,Andrew Evans,29.0,Other,Delhi,Clothing,Across,7,4643.69,0.14,27955.01,Cash,2024-04-18,4.0,5.0
ORD10266,Laurie Torres,47.0,Other,Bangalore,Beauty,Across,6,4612.49,0.1,24907.45,Net Banking,2024-04-30,1.0,11.0
ORD1039,Jill Little,43.0,Male,Ahmedabad,Beauty,Admit,5,3097.43,0.17,12854.33,Cash,2023-03-17,1.0,13.0
ORD1794,Christina Guzman,50.0,Male,Ahmedabad,Beauty,Board,6,2033.3,0.32,8295.86,Net Banking,2024-01-17,1.0,12.0
ORD10485,Caleb Murphy,50.0,Other,Mumbai,Sports,Single,4,2486.47,0.39,6066.99,Credit Card,2025-06-11,1.0,4.0
ORD4852,James Smith,51.0,Female,Ahmedabad,Clothing,Organization,7,4361.55,0.27,22287.52,Credit Card,2025-05-31,1.0,5.0
ORD6289,Dr. Teresa Washington,,Other,Pune,Sports,Generation,7,1617.42,0.34,7472.48,UPI,2024-06-19,1.0,1.0
ORD1758,Michael Carter,53.0,Male,Vadodara,Books,Place,8,4779.61,0.37,24089.23,UPI,2023-11-29,3.0,13.0
ORD1321,Gerald Hawkins,31.0,Male,Mumbai,Home,Government,6,1752.99,0.01,10412.76,Cash,2025-05-17,4.0,6.0
ORD4053,Jose Ramsey,32.0,Other,Vadodara,Electronics,Sit,5,3462.88,0.19,14024.66,Credit Card,2023-12-02,1.0,13.0
ORD2224,Judith Alvarado,64.0,Female,Pune,Clothing,At,8,1734.71,0.02,13600.13,Debit Card,2024-09-11,3.0,4.0
ORD5803,Marisa Berry,35.0,Female,Delhi,Electronics,Central,1,2770.49,0.04,2659.67,UPI,2024-09-14,2.0,6.0
ORD2981,Alicia Murphy,33.0,Female,Vadodara,Home,Stock,1,3541.34,0.31,2443.52,Cash,2023-07-23,,2.0
ORD6885,Rebecca Hill,62.0,Male,Delhi,Sports,Through,2,3912.86,0.19,6338.83,Debit Card,2023-09-26,,6.0
ORD1259,William Brown,52.0,Other,Delhi,Clothing,Front,3,252.47,0.3,530.19,Debit Card,2023-03-07,2.0,9.0
